timestamp,state,temperature,vibration,current,ground_truth_failure
0,RUNNING,69.6829993091298,0.02038271280011026,10.952534714139093,0
1.0,RUNNING,67.53581271539183,0.02320554007163534,10.799451033534009,0
2.0,RUNNING,67.86295734073762,0.015697634210306087,10.204334531569637,0
3.0,RUNNING,70.52672149061068,0.026364841545569784,10.288703017258872,0
4.0,RUNNING,71.16120028489401,0.013771681692154166,9.124141749535159,0
5.0,RUNNING,72.39833693510984,0.03099176001858823,9.785665291625266,0
6.0,RUNNING,71.33050132749355,0.008158555734542074,10.875907359527941,0
7.0,RUNNING,70.64851092017659,0.018413981353802976,10.179738677696617,0
8.0,RUNNING,72.03628681468972,0.01968723417538396,9.9682141100644,0
9.0,RUNNING,75.2648804363045,0.01643837792153715,10.021924532361467,0
10.0,RUNNING,70.04158890111667,0.025971523637611085,9.544077506271128,0
11.0,RUNNING,70.32430015183027,0.020440272048619833,10.538649172820946,0
12.0,RUNNING,72.57860368632274,0.01307533814270035,9.220172528533054,0
13.0,RUNNING,72.30735443631016,0.0148201957993169,9.57580145094414,0
14.0,RUNNING,71.49191900990375,0.027785646056560358,10.170932143696488,0
15.0,RUNNING,72.65676749138052,0.016240968553272842,10.66335804160616,0
16.0,RUNNING,72.5811457610112,0.013763787583249802,9.742793981415947,0
17.0,RUNNING,71.87969142679052,0.015109738096198831,9.993037109815587,0
18.0,RUNNING,70.36128014576765,0.022135821597686137,9.902935246840764,0
19.0,RUNNING,72.4557603421854,0.02179356344680528,10.252353252573533,0
20.0,RUNNING,71.41616756806393,0.024218918045682988,10.356488023777956,0
21.0,RUNNING,69.37417709329155,0.022728587111489888,9.399425006637811,0
22.0,RUNNING,73.93155357817491,0.016174294927703503,9.987979578111096,0
23.0,RUNNING,67.53310087801553,0.021363853199150504,10.200528113654984,0
24.0,RUNNING,68.0745922615696,0.016300092994061176,9.455857486657337,0
25.0,RUNNING,70.615982045896,0.013830345733566285,9.901169466747369,0
26.0,RUNNING,70.09763462720578,0.01851346568122393,9.951820997893819,0
27.0,RUNNING,70.4420573854346,0.018346235152087838,9.655246161862017,0
28.0,RUNNING,68.80356465900006,0.023854084094752648,10.542194647017558,0
29.0,RUNNING,68.09758860811569,0.022598879407444972,9.908872580482562,0
30.0,RUNNING,71.53606964725073,0.01888110313227264,10.531833028378571,0
31.0,RUNNING,71.21466185298354,0.019177646630810202,10.887241414633907,0
32.0,RUNNING,73.23269543733497,0.020262431053356005,9.383716671584198,0
33.0,RUNNING,68.99349884727458,0.02016210583779393,10.1744490411267,0
34.0,RUNNING,73.91991684059248,0.024247222390566703,10.172908695720427,0
35.0,RUNNING,70.68648134082409,0.022406154221238574,10.269798398018672,0
36.0,RUNNING,71.58679002690715,0.017151061631004865,10.819900081789264,0
37.0,RUNNING,72.09774184530006,0.02071411909201335,10.842736307331151,0
38.0,RUNNING,68.5891742085981,0.019442517456162045,10.330195431061126,0
39.0,RUNNING,67.97097626285874,0.02383106499115106,10.556556602080203,0
40.0,RUNNING,70.462506455304,0.021570025333392192,9.974470123014148,0
41.0,RUNNING,73.0213745815975,0.029064189282174187,10.445741272654896,0
42.0,RUNNING,71.87224995706069,0.01908431360182113,10.728663656044878,0
43.0,RUNNING,67.97186471537997,0.01938318108369325,9.63004634871986,0
44.0,RUNNING,69.85198451762034,0.03405575106942943,10.056109018171524,0
45.0,RUNNING,67.12360257215056,0.017852904284388335,10.06243896740201,0
46.0,RUNNING,72.91164398222077,0.0190365452503708,9.483036352222069,0
47.0,RUNNING,69.1720729273079,0.020951399281468632,10.113426167487708,0
48.0,RUNNING,70.2089382932916,0.03038389337192003,10.175654489830478,0
49.0,RUNNING,70.47793040745083,0.01880691603409953,10.57570951104855,0
50.0,RUNNING,67.23326889587126,0.01571389813124764,10.737065162031547,0
51.0,RUNNING,70.44127578412932,0.014478011105700224,10.709106889751675,0
52.0,RUNNING,69.07566628522054,0.020830541867026788,10.105414870148465,0
53.0,RUNNING,74.20693687164365,0.022636453962102437,10.091047082607796,0
54.0,RUNNING,72.53893713505306,0.02495138498710999,9.315112694984942,0
55.0,RUNNING,67.3784098303864,0.022057710981047293,9.679146063522728,0
56.0,RUNNING,71.37948936002795,0.01807942139230765,11.034735390318751,0
57.0,RUNNING,71.83189717665839,0.01705696910829032,10.229771288864626,0
58.0,RUNNING,70.84083591546484,0.015984432778705163,9.013847300484212,0
59.0,RUNNING,68.57518138417907,0.011907585105895156,10.319877634681761,0
60.0,RUNNING,69.20265002093915,0.026888874956442314,10.973898966973616,0
61.0,RUNNING,68.04556507842716,0.015466476707321508,9.764920398538568,0
62.0,RUNNING,70.05387568382515,0.016903774711245236,9.458300766443719,0
